Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,Amb
4,0.99,-6,-,1,13,0.4,6,R-skew,4,1,0
-5,1,-5,-,1,48,0.05,1,Symm,5,0,0
15,1,15,-,1,22,0.99,21,-,1,0,0
66,0.4,-4,Symm,7,33,0.4,17,L-skew,2,1,0
4,1,4,-,1,61,0.4,-26,-,1,0,0
28,0.6,-5,L-skew,6,15,0.75,-7,-,1,0,0
12,1,12,-,1,70,0.01,11,L-skew,4,0,0
30,0.1,-7,Symm,9,1,0.9,-36,R-skew,7,0,0
32,0.5,8,-,1,50,0.1,14,-,1,0,0
30,0.1,17,-,1,40,0.4,-8,-,1,0,0
28,0.4,3,-,1,116,0.25,-21,R-skew,7,0,0
23,1,23,-,1,56,0.6,-15,-,1,0,1
6,1,6,-,1,60,0.01,3,Symm,9,0,0
63,0.5,-33,-,1,91,0.1,14,Symm,5,0,0
38,0.05,-2,-,1,10,0.5,-10,Symm,3,0,1
46,0.5,-30,-,1,93,0.2,-19,Symm,3,0,1
30,1,30,-,1,39,0.99,13,-,1,0,0
31,0.5,-19,-,1,148,0.1,-8,L-skew,7,0,0
5,1,5,-,1,14,0.6,-14,-,1,0,0
91,0.5,-41,R-skew,2,114,0.1,18,R-skew,6,1,0
30,1,30,-,1,40,0.25,13,-,1,0,0
-1,1,-1,-,1,6,0.6,-14,-,1,0,0
45,0.5,-17,L-skew,3,162,0.05,9,Symm,7,-1,0
40,0.25,3,-,1,23,0.4,-5,-,1,0,1
23,0.95,-17,L-skew,6,32,0.75,-18,R-skew,2,0,0
24,1,24,-,1,27,0.75,24,-,1,0,0
30,1,30,-,1,202,0.25,-29,Symm,3,0,0
-5,1,-5,-,1,-0,0.9,-12,-,1,0,1
57,0.1,5,Symm,3,21,0.75,-23,Symm,7,0,0
3,1,3,-,1,20,0.8,-34,-,1,0,0
25,1,25,-,1,31,0.75,10,-,1,0,0
34,0.5,-24,-,1,15,0.05,4,-,1,0,0
5,0.4,-15,-,1,16,0.2,-14,R-skew,3,0,1
69,0.05,21,-,1,58,0.2,10,-,1,0,1
9,0.8,3,R-skew,5,77,0.2,-11,-,1,0,0
44,0.6,2,Symm,7,34,0.4,21,-,1,0,0
-2,1,-2,-,1,4,0.8,-28,-,1,0,0
0,1,0,-,1,19,0.4,-6,R-skew,5,0,0
84,0.25,-1,Symm,9,26,0.8,-37,-,1,0,1
22,0.25,-13,R-skew,4,-4,1,-4,Symm,7,0,0
26,0.1,-8,-,1,-5,1,-5,-,1,0,0
-1,1,-1,-,1,18,0.25,-0,Symm,3,0,0
19,1,19,-,1,156,0.25,-34,L-skew,5,0,0
42,0.1,6,Symm,7,22,0.05,14,R-skew,6,1,0
-4,1,-4,-,1,94,0.1,-28,R-skew,7,0,0
6,1,6,-,1,72,0.25,-23,-,1,0,1
21,1,21,-,1,24,0.75,-6,-,1,0,0
11,1,11,-,1,57,0.25,1,Symm,5,0,1
-3,1,-3,-,1,16,0.2,1,R-skew,6,0,0
24,0.75,-16,-,1,56,0.1,8,L-skew,4,0,1
-5,1,-5,-,1,65,0.1,-2,R-skew,4,0,0
10,0.8,-24,-,1,109,0.2,-29,R-skew,7,0,1
6,1,6,-,1,15,0.9,-38,Symm,3,0,0
60,0.1,-10,R-skew,4,67,0.2,-16,-,1,0,1
20,0.4,-2,-,1,7,1,7,-,1,0,0
10,1,10,-,1,28,0.4,5,Symm,9,0,0
25,1,25,-,1,39,0.5,17,-,1,0,1
25,0.2,11,-,1,14,1,14,-,1,0,0
-8,1,-8,-,1,10,0.6,-33,L-skew,4,0,1
84,0.4,-11,-,1,90,0.4,-11,-,1,0,1
11,1,11,-,1,22,0.01,8,L-skew,4,0,0
2,1,2,-,1,17,0.8,-19,-,1,0,1
14,0.4,-14,-,1,42,0.1,-7,Symm,9,0,0
52,0.5,0,-,1,31,0.8,16,Symm,9,0,0
58,0.4,-30,-,1,47,0.01,3,-,1,0,0
12,1,12,-,1,30,0.01,11,-,1,0,0
18,1,18,-,1,64,0.1,5,R-skew,2,0,0
33,0.5,21,-,1,43,0.75,11,Symm,9,0,1
4,0.01,1,L-skew,3,24,0.05,1,Symm,7,0,1
29,1,29,-,1,56,0.5,-1,Symm,7,0,0
10,0.9,-37,L-skew,5,81,0.4,-48,-,1,0,1
21,1,21,-,1,31,0.4,18,-,1,0,0
168,0.25,-40,-,1,40,0.6,-17,Symm,7,0,0
84,0.05,27,-,1,135,0.25,2,Symm,5,0,0
11,1,11,-,1,29,0.01,22,-,1,0,1
35,0.1,-6,Symm,9,12,0.25,-9,-,1,0,0
29,1,29,-,1,213,0.1,0,-,1,0,0
1,1,1,-,1,22,0.1,-3,R-skew,6,0,0
-4,0.5,-12,-,1,34,0.25,-14,-,1,-1,0
8,0.01,-4,-,1,59,0.1,-9,-,1,0,0
24,1,24,-,1,40,0.8,-19,-,1,0,0
30,1,30,-,1,96,0.5,-25,-,1,0,0
60,0.1,10,-,1,17,0.9,12,R-skew,7,0,0
28,1,28,-,1,75,0.4,6,-,1,0,1
7,1,7,-,1,16,0.01,8,Symm,3,0,0
9,0.2,4,-,1,101,0.05,7,-,1,0,0
-8,1,-8,-,1,-8,1,-8,Symm,9,0,0
0,1,0,-,1,57,0.1,-3,R-skew,6,0,0
16,1,16,-,1,78,0.05,2,L-skew,5,0,0
65,0.25,-27,-,1,6,0.95,-26,Symm,3,0,0
34,0.6,12,-,1,19,0.95,8,Symm,9,0,0
19,1,19,-,1,47,0.6,-27,Symm,3,0,0
30,0.75,10,Symm,3,64,0.4,1,Symm,7,0,1
16,0.6,-47,L-skew,4,-9,1,-9,Symm,5,0,0
55,0.4,7,-,1,43,0.8,19,L-skew,4,0,0
12,1,12,-,1,40,0.5,-28,-,1,0,0
82,0.05,22,-,1,93,0.1,24,-,1,0,0
1,1,1,-,1,-6,0.8,-7,L-skew,3,0,1
90,0.05,2,-,1,15,0.9,-33,L-skew,3,1,0
21,1,21,-,1,52,0.01,28,-,1,0,0
0,1,0,-,1,7,0.8,-32,Symm,7,0,0
14,1,14,-,1,57,0.2,2,R-skew,7,0,1
60,0.6,-15,L-skew,5,38,0.75,34,-,1,0,0
11,0.9,-7,-,1,247,0.1,-6,R-skew,2,0,1
-4,0.8,-4,-,1,7,0.6,-27,Symm,9,0,0
13,0.95,2,-,1,31,0.4,9,-,1,0,0
13,1,13,-,1,35,0.4,-7,Symm,5,0,1
17,0.01,-7,-,1,-7,1,-7,-,1,0,0
45,0.4,12,-,1,28,0.5,27,-,1,0,0
223,0.2,-32,-,1,85,0.01,21,-,1,0,0
2,0.4,-13,-,1,21,0.4,-44,L-skew,3,-1,0
2,1,2,-,1,0,0.95,-3,-,1,0,0
49,0.75,-31,-,1,40,0.75,1,R-skew,2,0,0
-9,1,-9,-,1,9,0.6,-27,-,1,0,0
32,0.25,-16,-,1,90,0.05,-3,Symm,3,0,1
102,0.2,-18,-,1,5,0.99,-27,-,1,0,1
81,0.4,-16,-,1,33,0.05,30,-,1,0,0
19,1,19,-,1,30,0.6,-1,-,1,0,0
34,0.6,-48,-,1,75,0.2,-14,-,1,0,0
14,1,14,-,1,30,0.5,13,-,1,0,0
70,0.4,-2,-,1,70,0.5,-2,R-skew,5,0,0
50,0.05,24,-,1,28,0.1,22,L-skew,6,0,0
13,1,13,-,1,92,0.2,-6,Symm,9,0,0
71,0.05,20,L-skew,7,30,0.9,12,-,1,0,0
38,0.4,-29,-,1,30,0.4,-32,-,1,0,0
15,0.4,-0,-,1,19,0.05,2,-,1,0,0
21,0.8,0,-,1,17,0.95,2,R-skew,3,1,0
26,1,26,-,1,184,0.1,18,-,1,0,0
18,1,18,-,1,21,0.4,3,L-skew,3,0,0
4,1,4,-,1,71,0.2,-15,-,1,0,0
45,0.25,-16,Symm,7,17,0.25,-9,-,1,0,0
82,0.1,21,-,1,64,0.01,17,-,1,0,0
6,1,6,-,1,6,0.01,0,L-skew,5,0,0
12,1,12,-,1,24,0.9,-5,Symm,7,0,0
43,0.25,7,-,1,12,0.95,1,-,1,0,0
21,0.75,21,Symm,3,26,0.01,13,-,1,0,0
52,0.4,-5,-,1,109,0.4,-23,-,1,0,0
8,1,8,-,1,32,0.75,-50,L-skew,5,0,0
23,1,23,-,1,19,0.99,-6,Symm,9,0,0
-7,1,-7,-,1,-10,0.95,-33,L-skew,5,0,0
17,1,17,-,1,30,0.4,4,-,1,0,1
37,0.1,7,Symm,3,102,0.25,-33,R-skew,4,0,0
53,0.01,-4,-,1,-3,0.8,-12,-,1,0,0
61,0.4,-7,-,1,42,0.25,25,Symm,9,0,0
15,1,15,-,1,11,0.99,9,-,1,0,0
18,0.99,-5,-,1,31,0.25,20,R-skew,7,0,1
3,1,3,-,1,19,0.6,-15,-,1,0,0
12,1,12,-,1,25,0.8,-6,-,1,0,0
-1,1,-1,-,1,-0,0.95,-38,-,1,0,0
29,0.95,21,-,1,35,0.05,31,Symm,7,0,1
25,0.5,17,Symm,9,21,0.25,13,Symm,7,0,0
56,0.6,-34,Symm,5,20,1,20,Symm,3,0,0
33,0.5,25,-,1,90,0.4,-16,Symm,3,-1,1
21,0.6,-37,-,1,71,0.05,-8,Symm,5,0,1
18,1,18,-,1,29,0.6,-12,-,1,0,0
28,1,28,-,1,85,0.4,-20,-,1,0,0
20,1,20,-,1,98,0.4,-35,R-skew,6,0,0
15,1,15,-,1,27,0.5,19,-,1,0,0
66,0.05,-1,Symm,3,5,0.8,-21,-,1,0,1
74,0.01,-1,-,1,0,1,0,Symm,7,0,1
17,1,17,-,1,23,0.2,17,-,1,0,0
213,0.25,-39,Symm,5,28,0.1,23,-,1,0,1
21,1,21,-,1,82,0.1,14,-,1,0,0
-3,1,-3,-,1,1,0.25,-0,-,1,0,0
83,0.2,2,R-skew,2,59,0.2,6,Symm,5,0,1
18,1,18,-,1,24,0.6,8,-,1,0,1
18,1,18,-,1,52,0.1,19,Symm,7,0,0
-2,1,-2,-,1,-3,0.4,-4,R-skew,5,0,1
24,1,24,-,1,68,0.25,6,L-skew,2,0,0
23,1,23,-,1,37,0.9,11,Symm,9,0,0
48,0.25,-27,-,1,-4,0.01,-15,R-skew,6,0,0
57,0.4,-41,-,1,-2,1,-2,Symm,3,0,0
25,0.99,-20,Symm,3,24,0.9,7,Symm,3,0,0
9,1,9,-,1,45,0.4,-20,Symm,5,0,0
30,1,30,-,1,48,0.2,29,R-skew,4,0,1
29,0.2,1,-,1,24,0.6,-34,-,1,-1,0
19,1,19,-,1,81,0.5,-28,L-skew,5,0,1
52,0.05,-4,-,1,-0,0.8,-1,-,1,0,0
25,1,25,-,1,53,0.01,29,-,1,0,0
7,1,7,-,1,14,0.25,12,-,1,0,0
25,0.05,18,L-skew,2,31,0.8,-17,-,1,0,0
17,1,17,-,1,17,1,17,Symm,9,0,0
62,0.1,20,-,1,24,1,24,-,1,0,0
28,1,28,-,1,101,0.25,12,L-skew,3,0,0
22,0.95,7,L-skew,4,25,0.5,0,R-skew,4,1,0
19,0.99,-8,R-skew,4,54,0.4,1,L-skew,6,0,0
38,0.01,1,-,1,12,0.01,8,R-skew,4,0,1
19,0.4,-23,Symm,5,89,0.2,-18,-,1,1,0
0,1,0,-,1,17,0.5,-39,R-skew,3,0,0
-9,1,-9,Symm,9,7,0.2,-15,-,1,0,0
6,1,6,-,1,64,0.05,1,-,1,0,0
43,0.05,-3,-,1,3,0.6,-31,-,1,0,1
30,0.5,22,R-skew,3,79,0.1,16,L-skew,2,0,0
6,1,6,-,1,66,0.4,-24,R-skew,5,0,0
0,1,0,-,1,7,0.8,-16,-,1,0,0
174,0.25,-18,-,1,30,0.8,-11,L-skew,6,0,0
-4,1,-4,-,1,6,0.05,-12,-,1,0,0
-3,0.01,-7,-,1,7,0.6,-27,R-skew,7,0,1
18,0.25,13,-,1,5,0.8,3,-,1,0,1
28,1,28,-,1,35,0.5,30,-,1,0,0
20,0.25,-8,Symm,7,-3,0.8,-11,Symm,3,0,0
15,0.25,11,-,1,12,1,12,L-skew,3,0,0
104,0.1,-16,-,1,59,0.25,-27,Symm,5,0,0
10,1,10,-,1,23,0.8,-12,R-skew,2,0,0
15,1,15,-,1,24,0.1,5,-,1,0,0
4,0.95,2,-,1,4,1,4,R-skew,7,0,0
-7,1,-7,-,1,86,0.25,-22,R-skew,6,0,0
114,0.2,-36,L-skew,3,21,0.1,-12,Symm,5,1,0
5,1,5,-,1,161,0.1,-15,Symm,7,0,0
4,1,4,-,1,-8,0.75,-12,-,1,0,0
18,0.75,-33,-,1,45,0.01,4,-,1,0,0
33,0.5,-11,Symm,3,11,1,11,R-skew,4,0,0
22,0.05,-3,-,1,11,0.01,-4,-,1,0,1
65,0.1,-7,Symm,7,36,0.4,-30,L-skew,5,0,1
61,0.2,-4,Symm,7,7,0.95,-9,R-skew,4,0,0
41,0.4,-19,-,1,14,0.01,8,R-skew,3,-1,0
26,0.5,-28,-,1,44,0.2,-10,-,1,0,0
21,1,21,-,1,21,1,21,Symm,3,0,0
39,0.2,14,L-skew,3,76,0.4,-16,L-skew,5,0,0
9,1,9,-,1,74,0.1,7,L-skew,4,0,0
29,1,29,-,1,54,0.8,-42,-,1,0,0
25,1,25,-,1,37,0.75,-29,L-skew,6,0,0
65,0.4,-2,-,1,38,0.8,-25,-,1,0,0
15,1,15,-,1,27,0.25,3,-,1,0,0
11,1,11,-,1,49,0.2,-6,Symm,9,0,0
-7,1,-7,-,1,-5,0.01,-8,Symm,5,0,0
59,0.5,-21,Symm,5,52,0.01,20,-,1,0,0
26,1,26,-,1,21,0.9,11,L-skew,3,0,0
8,0.95,-15,-,1,65,0.25,-9,Symm,7,-1,1
7,1,7,-,1,7,0.95,-5,Symm,7,0,1
23,0.75,15,L-skew,2,11,0.4,9,-,1,0,1
8,1,8,-,1,50,0.4,-15,-,1,0,0
3,1,3,-,1,5,0.5,0,-,1,0,0
-10,1,-10,-,1,-3,0.6,-39,-,1,0,0
5,1,5,-,1,5,1,5,R-skew,4,0,1
-8,1,-8,-,1,48,0.4,-48,Symm,3,0,0
7,1,7,-,1,74,0.4,-34,Symm,3,0,0
-5,1,-5,-,1,-13,0.95,-18,-,1,0,0
17,1,17,-,1,30,0.05,14,-,1,0,0
43,0.1,14,Symm,3,45,0.05,14,-,1,0,0
37,0.75,-11,-,1,159,0.01,20,-,1,1,0
-2,0.8,-22,R-skew,8,-6,1,-6,-,1,0,0
164,0.05,4,Symm,7,11,0.9,-38,L-skew,6,0,0
20,0.99,-34,-,1,199,0.1,1,Symm,9,0,0
11,1,11,-,1,5,0.8,3,-,1,0,0
17,1,17,-,1,13,0.9,-18,-,1,0,1
-4,1,-4,-,1,37,0.25,-17,Symm,9,0,1
28,0.25,24,-,1,44,0.01,23,-,1,0,0
47,0.75,-30,Symm,9,85,0.25,11,-,1,0,0
196,0.2,-39,-,1,8,1,8,Symm,9,0,1
48,0.4,8,R-skew,6,30,0.99,20,R-skew,4,-1,1
12,1,12,-,1,57,0.25,8,Symm,5,0,0
13,0.95,-9,Symm,5,21,0.1,2,-,1,0,0
116,0.1,6,-,1,17,1,17,-,1,0,0
14,0.75,2,Symm,5,13,0.99,-3,Symm,3,0,0
-5,1,-5,-,1,15,0.25,-26,Symm,3,0,0
15,1,15,-,1,27,0.75,-23,R-skew,6,0,0
45,0.5,-19,-,1,12,0.9,-9,L-skew,4,0,0
-4,1,-4,-,1,121,0.2,-36,-,1,0,0
56,0.05,1,Symm,5,6,0.4,-2,Symm,9,0,0
8,1,8,R-skew,2,30,0.5,-21,-,1,0,0
20,0.05,-5,-,1,88,0.25,-34,-,1,0,0
92,0.5,-34,-,1,50,0.1,30,R-skew,5,1,0
31,0.01,14,-,1,32,0.5,7,Symm,3,0,1
52,0.5,-18,-,1,27,0.95,-9,L-skew,6,0,0
11,0.05,-4,-,1,33,0.5,-44,-,1,0,0
225,0.2,-25,-,1,28,0.25,25,-,1,0,1
0,1,0,-,1,48,0.2,-26,-,1,0,1
76,0.5,-16,L-skew,4,165,0.2,-3,L-skew,3,0,0
13,1,13,-,1,29,0.1,11,L-skew,4,0,0
5,1,5,-,1,97,0.2,-24,L-skew,3,0,0
-9,1,-9,-,1,-3,0.75,-22,Symm,3,0,0
17,0.75,9,-,1,50,0.05,24,-,1,1,1
9,1,9,-,1,63,0.01,4,-,1,0,0
27,1,27,Symm,7,25,0.95,-25,-,1,0,0
15,0.9,1,-,1,22,0.6,4,-,1,1,0
7,0.01,4,-,1,6,0.99,-5,Symm,5,-1,0
31,0.4,23,-,1,20,0.9,-20,-,1,-1,0
55,0.1,25,-,1,44,0.6,9,Symm,5,0,0
66,0.01,10,L-skew,5,81,0.4,-20,R-skew,3,0,1
8,1,8,-,1,14,0.05,2,-,1,0,0
18,1,18,-,1,71,0.05,25,L-skew,5,0,0
26,1,26,-,1,65,0.2,12,L-skew,3,0,0
24,0.8,13,-,1,55,0.5,-9,-,1,0,1
21,1,21,-,1,66,0.2,17,Symm,7,0,0
77,0.5,-17,-,1,33,0.6,29,Symm,3,0,1
24,0.9,2,-,1,94,0.25,-4,R-skew,7,0,0
86,0.2,7,-,1,45,0.01,33,-,1,0,1
3,0.9,-43,-,1,-2,0.8,-18,R-skew,8,-1,1
3,1,3,-,1,9,0.1,-0,-,1,0,1
2,1,2,-,1,27,0.6,-27,-,1,0,0
9,0.01,-6,-,1,40,0.1,-4,-,1,0,0
28,1,28,-,1,45,0.4,16,Symm,3,0,0
-3,1,-3,-,1,74,0.4,-39,L-skew,7,0,0
-7,0.75,-15,Symm,9,-9,1,-9,-,1,0,0
-5,0.25,-8,-,1,93,0.01,8,-,1,0,0
39,0.01,25,-,1,74,0.4,0,R-skew,2,0,1
48,0.6,-19,L-skew,6,31,0.75,-5,Symm,7,0,0
32,0.75,1,R-skew,3,56,0.5,-7,Symm,5,0,0
212,0.1,2,-,1,55,0.6,-26,Symm,7,0,0
57,0.05,19,L-skew,5,35,0.5,3,-,1,0,0
17,1,17,-,1,22,0.2,7,-,1,0,1
9,1,9,-,1,21,0.2,8,Symm,7,0,0
29,0.4,26,-,1,69,0.6,-41,-,1,-1,0
40,0.05,3,Symm,7,33,0.5,-24,-,1,0,0
27,1,27,-,1,142,0.2,-10,Symm,9,0,0
9,1,9,-,1,14,0.8,11,-,1,0,0
30,0.6,-30,-,1,22,0.1,-1,-,1,1,0
80,0.2,-30,Symm,7,-8,1,-8,-,1,0,0
-1,1,-1,-,1,60,0.1,-1,-,1,0,1
42,0.6,-33,-,1,69,0.4,-30,Symm,9,-1,1
104,0.4,-39,-,1,57,0.01,22,-,1,0,0
44,0.2,23,-,1,64,0.5,-11,-,1,0,1
50,0.2,20,L-skew,4,26,0.25,22,Symm,5,0,0
-8,1,-8,-,1,-0,0.6,-0,R-skew,7,0,0
34,0.01,-8,-,1,12,0.05,-16,-,1,1,0
11,0.9,2,Symm,5,39,0.25,-14,-,1,-1,0
3,1,3,-,1,29,0.05,-0,-,1,0,0
24,1,24,-,1,36,0.6,11,-,1,0,0
17,0.2,-9,Symm,9,8,0.4,-24,-,1,0,0
48,0.2,2,Symm,3,35,0.05,8,L-skew,3,0,0
-8,1,-8,-,1,15,0.6,-31,Symm,5,0,0
58,0.01,-1,-,1,5,0.99,-47,R-skew,5,1,0
13,1,13,-,1,13,1,13,Symm,7,0,0
3,0.1,-6,L-skew,2,-1,0.99,-6,R-skew,5,0,0
13,0.99,3,L-skew,3,9,0.5,3,-,1,0,0
26,1,26,-,1,66,0.5,-24,-,1,0,0
19,1,19,-,1,32,0.01,30,L-skew,5,0,0
21,1,21,-,1,158,0.1,-3,Symm,5,0,0
39,0.4,-36,-,1,-6,1,-6,R-skew,8,0,0
13,1,13,-,1,46,0.05,14,-,1,0,1
71,0.1,11,Symm,7,240,0.2,-39,L-skew,5,0,0
19,1,19,-,1,43,0.4,11,Symm,3,0,0
61,0.2,15,R-skew,6,42,0.2,16,R-skew,3,0,0
18,0.6,-0,-,1,19,0.25,2,Symm,7,0,0
-6,1,-6,R-skew,4,-7,0.95,-13,R-skew,7,0,0
5,0.6,3,-,1,50,0.4,-33,L-skew,4,0,0
18,0.1,10,-,1,52,0.4,-9,Symm,5,1,0
93,0.1,22,Symm,3,91,0.2,27,-,1,0,0
24,0.5,18,-,1,23,0.9,13,-,1,0,1
14,1,14,-,1,44,0.4,-19,R-skew,7,0,1
34,0.25,-3,Symm,3,6,0.95,3,-,1,0,0
11,1,11,-,1,6,0.99,-33,Symm,3,0,0
6,1,6,-,1,5,0.95,-7,-,1,0,0
30,0.01,14,L-skew,6,4,0.9,-10,R-skew,7,0,0
15,1,15,-,1,60,0.6,-43,Symm,7,0,0
31,0.2,-0,R-skew,2,37,0.05,14,-,1,0,0
17,0.01,16,-,1,21,0.9,-19,-,1,0,0
0,0.99,-11,-,1,0,1,0,-,1,0,0
-6,1,-6,-,1,46,0.1,-11,Symm,5,0,1
29,1,29,-,1,37,0.5,21,-,1,0,0
77,0.25,-2,Symm,9,21,0.5,16,-,1,0,0
0,1,0,-,1,20,0.2,-5,-,1,0,0
23,0.9,-8,Symm,3,157,0.1,5,Symm,9,0,0
25,0.05,11,-,1,34,0.6,-17,-,1,-1,0
47,0.5,11,-,1,26,0.99,14,R-skew,4,0,0
7,1,7,-,1,47,0.1,2,-,1,0,0
26,1,26,-,1,66,0.4,1,-,1,0,1
4,1,4,-,1,56,0.6,-48,-,1,0,0
29,1,29,L-skew,5,63,0.5,2,-,1,0,0
29,1,29,-,1,30,0.5,24,L-skew,6,0,0
79,0.2,-26,Symm,5,16,0.05,-6,-,1,0,0
30,1,30,-,1,64,0.05,29,-,1,0,0
13,1,13,-,1,6,0.25,5,R-skew,4,0,0
14,1,14,-,1,26,0.1,3,-,1,0,0
104,0.1,22,-,1,66,0.2,30,-,1,-1,0
9,0.5,-29,-,1,-9,0.75,-15,-,1,0,0
15,1,15,-,1,24,0.25,21,L-skew,6,0,0
24,1,24,-,1,75,0.4,-20,L-skew,6,0,0
58,0.6,-22,-,1,36,0.8,-40,R-skew,6,0,1
34,0.4,-38,-,1,-8,0.9,-25,-,1,0,0
28,1,28,-,1,26,0.6,23,-,1,0,1
47,0.01,28,Symm,5,176,0.1,4,-,1,0,0
1,1,1,-,1,40,0.05,-3,Symm,9,0,0
18,1,18,-,1,23,0.99,-10,-,1,0,1
-2,1,-2,-,1,87,0.2,-19,-,1,0,1
49,0.1,-12,-,1,36,0.2,-9,-,1,-1,0
14,1,14,-,1,11,0.9,10,-,1,0,0
27,0.95,-35,-,1,63,0.4,-6,-,1,0,0
111,0.05,11,-,1,47,0.05,21,-,1,0,0
4,1,4,-,1,4,1,4,R-skew,6,0,1
28,1,28,-,1,45,0.8,-23,-,1,0,0
178,0.25,-26,-,1,117,0.1,17,-,1,-1,0
19,0.75,10,Symm,3,17,1,17,L-skew,6,0,0
-4,1,-4,-,1,25,0.1,1,L-skew,3,0,0
97,0.4,-26,-,1,29,0.2,17,-,1,0,0
-10,1,-10,-,1,33,0.1,-19,L-skew,6,0,0
36,0.5,-6,Symm,3,93,0.4,-34,Symm,7,-1,0
29,0.5,-43,-,1,-0,0.1,-6,-,1,0,0
62,0.5,-42,-,1,31,0.25,-2,-,1,0,0
-10,0.5,-10,-,1,74,0.2,-43,R-skew,2,0,0
72,0.1,5,Symm,7,71,0.25,-11,L-skew,4,0,0
77,0.05,8,R-skew,6,34,0.4,-5,-,1,0,0
7,1,7,-,1,44,0.2,-1,R-skew,2,0,0
2,1,2,-,1,46,0.4,-19,R-skew,4,0,0
28,0.1,6,Symm,3,34,0.5,-23,Symm,7,0,1
19,0.99,-32,Symm,7,103,0.1,18,Symm,3,-1,0
27,1,27,-,1,103,0.5,-42,R-skew,7,0,0
36,0.6,-49,-,1,29,0.4,-15,L-skew,4,0,0
97,0.1,17,-,1,47,0.75,-26,Symm,7,1,1
4,0.6,-18,-,1,-5,0.9,-22,-,1,0,0
24,1,24,-,1,38,0.4,12,-,1,0,1
103,0.2,-7,R-skew,6,15,1,15,R-skew,2,0,0
29,0.8,21,Symm,9,93,0.25,3,-,1,1,0
75,0.25,-9,-,1,17,0.6,10,-,1,0,1
85,0.5,-35,-,1,27,0.99,22,R-skew,6,0,0
23,0.05,-8,Symm,7,14,0.4,-18,-,1,-1,0
12,1,12,-,1,82,0.25,-12,L-skew,4,0,0
9,0.25,-7,R-skew,6,17,0.2,-17,-,1,0,0
6,1,6,-,1,12,0.95,6,R-skew,7,0,1
50,0.6,-8,-,1,51,0.6,-28,-,1,0,0
-3,1,-3,-,1,50,0.4,-27,-,1,0,0
16,1,16,-,1,17,0.75,1,Symm,5,0,1
-0,0.8,-30,L-skew,5,10,0.4,-2,-,1,0,0
29,0.25,9,-,1,33,0.05,16,Symm,7,0,1
29,1,29,-,1,30,0.99,18,Symm,3,0,0
51,0.1,22,L-skew,3,44,0.75,-19,L-skew,2,0,0
12,1,12,-,1,37,0.6,-44,R-skew,5,0,0
26,1,26,-,1,59,0.2,19,R-skew,6,0,0
-3,1,-3,-,1,11,0.25,-17,R-skew,4,0,0
17,1,17,-,1,38,0.2,11,R-skew,5,0,0
30,0.8,5,Symm,3,97,0.4,-16,-,1,0,0
1,1,1,-,1,7,0.6,-14,-,1,0,0
-3,1,-3,-,1,43,0.5,-28,L-skew,3,0,0
36,0.6,16,L-skew,4,35,0.5,24,R-skew,5,0,0
10,0.99,4,L-skew,5,40,0.6,-42,-,1,1,0
-9,1,-9,-,1,61,0.2,-29,Symm,9,0,0
29,1,29,-,1,30,0.1,25,-,1,0,0
28,1,28,-,1,95,0.1,20,L-skew,4,0,0
7,1,7,-,1,27,0.75,6,Symm,9,0,1
1,1,1,-,1,64,0.2,-10,-,1,0,0
47,0.4,-1,-,1,56,0.6,-41,Symm,7,0,0
24,1,24,-,1,77,0.2,10,-,1,0,0
18,1,18,-,1,22,0.01,12,-,1,0,1
19,0.01,-4,-,1,8,0.9,-49,Symm,5,1,1
19,0.95,3,-,1,30,0.6,23,R-skew,6,0,0
68,0.25,15,-,1,47,0.75,-14,R-skew,2,0,0
25,1,25,-,1,81,0.2,12,Symm,5,0,0
16,1,16,-,1,18,0.75,1,Symm,7,0,0
-6,0.8,-11,Symm,5,13,0.01,-4,Symm,3,1,0
5,1,5,-,1,29,0.8,-29,-,1,0,0
11,1,11,-,1,43,0.1,-1,-,1,0,0
73,0.25,9,-,1,40,0.75,-0,-,1,0,0
43,0.75,-42,-,1,32,0.75,15,-,1,0,0
-6,1,-6,-,1,9,0.2,-8,-,1,0,0
28,0.8,-19,Symm,3,37,0.5,-1,R-skew,7,0,0
-3,0.9,-26,-,1,-1,0.95,-38,R-skew,6,0,0
24,0.4,-11,R-skew,7,11,0.99,-5,-,1,0,0
65,0.25,-8,-,1,55,0.1,4,Symm,7,0,0
36,0.5,-32,-,1,24,0.25,1,Symm,3,1,0
11,0.1,-1,-,1,8,0.75,-45,R-skew,7,0,0
11,0.8,10,-,1,25,0.75,-3,R-skew,5,0,1
4,1,4,L-skew,5,14,0.05,-1,-,1,0,1
55,0.5,-25,-,1,51,0.05,11,R-skew,3,0,0
16,1,16,-,1,88,0.5,-35,-,1,0,0
14,1,14,L-skew,6,43,0.25,2,-,1,0,0
59,0.5,-39,-,1,9,0.1,5,R-skew,3,0,0
34,0.4,1,Symm,7,18,0.01,16,Symm,3,0,0
7,0.05,-4,-,1,7,0.8,-15,-,1,0,0
12,0.6,-13,R-skew,7,34,0.2,-11,L-skew,3,0,0
-1,1,-1,-,1,10,0.6,-9,-,1,0,0
34,0.8,6,-,1,43,0.05,29,-,1,-1,0
2,0.6,-11,Symm,9,-3,0.8,-24,-,1,0,0
60,0.1,16,R-skew,6,22,0.95,-7,Symm,7,0,1
